id,NE_name,r,x,b,length,Comment,geometry,bus0,bus1,EIC_Code,TSO,CORE-TSO_bus0,CORE-TSO_bus1,v_nom,Imax,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line,Unnamed: 26,r_per_km,x_per_km,b_per_km
2280,Y-Wuergassen (-Bergshausen - Sandershausen/O) 2,0.341,2.887,5.0856e-05,11.384,,"LINESTRING (9.513830681321155 51.25897936748454, 9.387640755119818 51.64073490456512)",156960655,274630377,11T0-0000-1073-M,TENNETGMBH,Bergshausen,Wuergassen,400,,,,,,,,2616.0,3150.0,1260.0,False,,0.02995432185523542,0.2536015460295151,4.467322557976107e-06
2281,Bergshausen - Borken 1,0.877,7.554,0.00013267,29.725,,"LINESTRING (9.259408693957013 51.060624162450566, 9.513830681321155 51.25897936748454)",156673636,156960655,11TD2L000000024D,TENNETGMBH,Borken,Bergshausen,400,,,,,,,,2616.0,3150.0,1260.0,False,,0.02950378469301934,0.2541295206055509,4.4632464255677036e-06
2282,Borken - Giessen/N 2,2.14,18.42,0.000323584,72.338,,"LINESTRING (9.259408693957013 51.060624162450566, 8.656646230292413 50.60574901946039)",156673636,202747445,11TD2L0000000293,TENNETGMBH,Borken,Giessen/N,400,,,,,,,2947.0,,,1178.8,False,,0.02958334485332744,0.25463794962536984,4.473222925709863e-06
2283,Borken - Giessen/N 1,2.14,18.42,0.000323584,72.369,,"LINESTRING (9.259408693957013 51.060624162450566, 8.656646230292413 50.60574901946039)",156673636,202747445,11TD2L0000000285,TENNETGMBH,Borken,Giessen/N,400,,,,,,,3150.0,,,1260.0,False,,0.029570672525528887,0.25452887285992626,4.471306775000346e-06
2284,Borken - Mecklar 2,1.144,10.199,0.00018597,40.855,,"LINESTRING (9.259408693957013 51.060624162450566, 9.7459261338554 50.91762571378276)",156673636,29309786,11TD2L000000031G,TENNETGMBH,Borken,Mecklar,400,,,,,,,2616.0,,,1046.4,False,,0.02800146860849345,0.24963896707869296,4.551952025455881e-06
2285,Brunsbuettel - Buettel blau,0.115,1.51,1.9666e-05,5.331,,"LINESTRING (9.2349352665197 53.916845301470694, 9.201683603864042 53.89581463748625)",136034396,30622610,11TD2L0000000374,TENNETGMBH,Buettel,Brunsbuettel,400,,,,,,,2216.0,,,886.4,False,,0.021571937722753703,0.28324892140311386,3.6889889326580377e-06
2286,Brunsbuettel - Buettel gruen,0.115,1.51,1.9666e-05,5.38,,"LINESTRING (9.2349352665197 53.916845301470694, 9.201683603864042 53.89581463748625)",136034396,30622610,11TD2L0000000382,TENNETGMBH,Buettel,Brunsbuettel,400,,,,,,,2216.0,,,886.4,False,,0.021375464684014873,0.28066914498141265,3.655390334572491e-06
2287,Conneforde - Cloppenburg/O rot,3.754,21.434,0.000204141,55.751,,"LINESTRING (8.082130119034627 52.858428297075584, 8.052012197053132 53.333071365039444)",50643382,1128250707T,11TD2L0000000463,TENNETGMBH,Cloppenburg,Conneforde,220,,,,,,,,759.0,949.0,208.78,False,,0.06733511506520062,0.3844594715789852,3.6616562931606607e-06
2288,Conneforde - Cloppenburg/O gruen,3.753,21.53,0.000204109,55.741,,"LINESTRING (8.082130119034627 52.858428297075584, 8.052012197053132 53.333071365039444)",50643382,1128250707T,11TD2L0000000455,TENNETGMBH,Cloppenburg,Conneforde,220,,,,,,,,706.0,706.0,155.32,False,,0.06732925494698697,0.3862506951794909,3.661739114834682e-06
2289,Conneforde - Conneforde/O rot,0.001,0.1,5.15e-07,0.098,,"LINESTRING (8.052012197053132 53.333071365039444, 8.053944669219417 53.33175462270193)",1128250707,1128250704,11T0-0000-0999-V,TENNETGMBH,Conneforde,Conneforde/O,400,,,,,,,4000.0,,,1600.0,False,,0.01020408163265306,1.0204081632653061,5.255102040816327e-06
2290,Conneforde - Diele rot,1.473,16.643,0.000219519,56.633,,"LINESTRING (8.052012197053132 53.333071365039444, 7.311363464926872 53.125766304247875)",1128250707,177829920,11TD2L0000000471,TENNETGMBH,Conneforde,Diele,400,,,,,,,2216.0,,,886.4,False,,0.026009570391821023,0.29387459608355554,3.876167605459714e-06
2291,Fedderwarden - Conneforde/O gruen,0.364,6.535,0.000872961,34.94,,"MULTILINESTRING ((8.052012197053132 53.333071365039444, 8.059335935723633 53.47289849078465), (8.061291746211992 53.51011412164491, 8.063696600882086 53.55580200894535))",1128250707,637595524,11T0-0000-1489-H,TENNETGMBH,Conneforde,Fedderwarden,400,,,,,,,2570.0,,,1028.0,False,,0.01041785918717802,0.18703491700057243,2.4984573554665144e-05
2292,Conneforde - Conneforde/O blau,0.001,0.1,5.15e-07,0.098,,"LINESTRING (8.052012197053132 53.333071365039444, 8.053944669219417 53.33175462270193)",1128250707,1128250704,11T0-0000-0079-A,TENNETGMBH,Conneforde,Conneforde/O,400,,,,,,,4000.0,,,1600.0,False,,0.01020408163265306,1.0204081632653061,5.255102040816327e-06
2293,Conneforde - Diele weiss,1.473,16.647,0.000219591,56.648,,"LINESTRING (8.052012197053132 53.333071365039444, 7.311363464926872 53.125766304247875)",1128250707,177829920,11TD2L000000049Y,TENNETGMBH,Conneforde,Diele,400,,,,,,,2216.0,,,886.4,False,,0.026002683236830956,0.2938673916113543,3.876412229911029e-06
2294,Fedderwarden - Conneforde/O gelb,0.365,6.531,0.000898772,34.939,,"MULTILINESTRING ((8.052012197053132 53.333071365039444, 8.059335935723633 53.47289849078465), (8.061291746211992 53.51011412164491, 8.063696600882086 53.55580200894535))",1128250707,637595524,11T0-0000-1488-K,TENNETGMBH,Conneforde,Fedderwarden,400,,,,,,,2216.0,,,886.4,False,,0.010446778671398723,0.1869257849394659,2.5724033315206503e-05
2295,Conneforde - Conneforde/O 422,0.004,0.1,2.4693e-05,0.289,,"LINESTRING (8.052012197053132 53.333071365039444, 8.053944669219417 53.33175462270193)",1128250707T,1128250704T,11T0-0000-0031-D,TENNETGMBH,Conneforde,Conneforde/O,220,,,,,,,1412.0,,,310.64,False,,0.013840830449826992,0.34602076124567477,8.544290657439447e-05
2296,Y-Emden/O (-Conneforde - Emden/Borssum - Emden/O) weiss,3.854,22.027,0.000193616,56.209,,"LINESTRING (8.052012197053132 53.333071365039444, 7.2390307000000025 53.35562059763398)",1128250707T,6925335021,11T0-0000-1101-E,TENNETGMBH,Conneforde,Y-Emden/O,220,,,,,,,1103.0,,,242.66,False,,0.06856553221014428,0.3918767457168781,3.4445729331601697e-06
2297,Conneforde - Conneforde/O 421,0.004,0.1,2.4693e-05,0.005,,"LINESTRING (8.052012197053132 53.333071365039444, 8.053944669219417 53.33175462270193)",1128250707T,1128250704T,11T0-0000-1499-D,TENNETGMBH,Conneforde,Conneforde/O,220,,,,,,,2216.0,,,487.52,False,,0.8,20.0,0.0049386
2298,Conneforde - Fedderwarden blau,0.691,8.234,0.000115765,28.877,,"MULTILINESTRING ((8.052012197053132 53.333071365039444, 8.059335935723633 53.47289849078465), (8.061291746211992 53.51011412164491, 8.063696600882086 53.55580200894535))",1128250707T,637595524T,11T0-0000-1614-D,TENNETGMBH,Conneforde,Fedderwarden,220,,,,,,,2216.0,,,487.52,False,,0.023929078505384907,0.28514042317415245,4.008899816462929e-06
2299,Conneforde/O - Conneforde 423,0.001,0.1,2.199e-06,0.023,,"LINESTRING (8.052012197053132 53.333071365039444, 8.053944669219417 53.33175462270193)",1128250707T,1128250704T,11T0-0000-1500-Y,TENNETGMBH,Conneforde,Conneforde/O,220,,,,,,,2039.0,,,448.58,False,,0.043478260869565216,4.347826086956522,9.560869565217391e-05
2300,Conneforde - Fedderwarden rot,0.691,8.231,0.00011584,28.869,,"MULTILINESTRING ((8.052012197053132 53.333071365039444, 8.059335935723633 53.47289849078465), (8.061291746211992 53.51011412164491, 8.063696600882086 53.55580200894535))",1128250707T,637595524T,11T0-0000-1613-G,TENNETGMBH,Conneforde,Fedderwarden,220,,,,,,,2216.0,,,487.52,False,,0.023935709584675603,0.285115521840036,4.012608680591639e-06
2301,Unterweser - Conneforde rot,0.835,9.348,0.000121266,31.636,,"LINESTRING (8.052012197053132 53.333071365039444, 8.474707083954405 53.42865120472756)",1128250707T,32076853T,11TD2L0000002350,TENNETGMBH,Conneforde,Unterweser,220,,,,,,,1898.0,,,417.56,False,,0.0263939815400177,0.295486155013276,3.833164749020103e-06
2302,Y-Emden/O (-Conneforde - Emden/Borssum - Emden/O) schwarz,3.726,21.678,0.00019689,56.209,,"LINESTRING (8.052012197053132 53.333071365039444, 7.2390307000000025 53.35562059763398)",1128250707T,6925335021,11T0-0000-1097-2,TENNETGMBH,Conneforde,Y-Emden/O,220,,,,,,,1103.0,,,242.66,False,,0.06628831681759148,0.3856677756231208,3.502819833122809e-06
2303,Conneforde/O - Unterweser gelb,0.816,9.404,0.000122265,31.538,,"LINESTRING (8.053944669219417 53.33175462270193, 8.474707083954405 53.42865120472756)",1128250704,32076853,11TD2L0000002342,TENNETGMBH,Conneforde/O,Unterweser,400,,,,,,,2216.0,,,886.4,False,,0.025873549369015154,0.29817997336546387,3.876751854905194e-06
2304,Diele - Doerpen/W gelb,0.484,5.424,7.0299e-05,18.356,,"LINESTRING (7.311363464926872 53.125766304247875, 7.256613692332293 52.98098767825491)",177829920,142487746,11TD2L0000000536,TENNETGMBH,Diele,Doerpen/W,400,,,,,,,2216.0,,,886.4,False,,0.026367400305077355,0.29548921333623884,3.829755938112878e-06
2305,Dipperz - Grosskrotzenburg 2,2.459,22.654,0.000397883,89.153,,"LINESTRING (9.774150580638928 50.52874937817811, 8.958708591309534 50.08260778869055)",148446247,42410916,11TD2L000000337T,TENNETGMBH,Dipperz,Grosskrotzenburg,400,,,,,,,2204.0,,,881.6,False,,0.02758179758392875,0.25410249795295725,4.462923289177033e-06
2306,Dipperz - Grosskrotzenburg 1,2.459,22.654,0.000397883,89.139,,"LINESTRING (9.774150580638928 50.52874937817811, 8.958708591309534 50.08260778869055)",148446247,42410916,11TD2L000000102J,TENNETGMBH,Dipperz,Grosskrotzenburg,400,,,,,,,2204.0,,,881.6,False,,0.027586129528040477,0.2541424068028585,4.4636242273303494e-06
2307,Y-Alfstedt (-Dollern - Elsfleth/W) schwarz,0.854,9.56,0.000123948,32.344,,"LINESTRING (9.501790032393483 53.5428146785941, 9.068813798412632 53.5666351338383)",24502420,31927411,11T0-0000-1114-1,TENNETGMBH,Dollern,Y-Alfstedt,400,,,,,,,2216.0,,,886.4,False,,0.026403660648033636,0.29557259460796437,3.832179074944348e-06
2308,Bechterdissen - Elsen 2,0.883,8.115,0.000143131,31.945,,"LINESTRING (8.702218487068025 51.7363525982345, 8.659610012459172 52.000348571191886)",25943440,24264701,11TD2L000000335X,TENNETGMBH,Elsen,Bechterdissen,400,,,,,,,,2748.0,3150.0,1260.0,False,,0.027641258412897166,0.25403036468930973,4.480544686179371e-06
2309,Elsen - Twistetal 2,1.497,13.809,0.000240929,54.192,,"LINESTRING (8.702218487068025 51.7363525982345, 8.992792447752926 51.343009403038764)",25943440,41232144,11TD2L0000002318,TENNETGMBH,Elsen,Twistetal,400,,,,,,,,2720.0,3150.0,1260.0,False,,0.027624003542958374,0.25481620903454383,4.445840714496604e-06
2310,Bechterdissen - Elsen 1,0.886,8.049,0.000144366,31.954,,"LINESTRING (8.702218487068025 51.7363525982345, 8.659610012459172 52.000348571191886)",25943440,24264701,11TD2L000000017A,TENNETGMBH,Elsen,Bechterdissen,400,,,,,,,,2720.0,3150.0,1260.0,False,,0.027727358077236027,0.2518933466858609,4.517932027289228e-06
2311,Elsen - Twistetal 1,1.497,13.797,0.000241306,54.194,,"LINESTRING (8.702218487068025 51.7363525982345, 8.992792447752926 51.343009403038764)",25943440,41232144,11TD2L0000002326,TENNETGMBH,Elsen,Twistetal,400,,,,,,,,2720.0,3150.0,1260.0,False,,0.027622984094180167,0.25458537845517953,4.452633132819131e-06
2312,Eltmann - Redwitz 428,1.2561,14.359,0.0002574975,58.27267,,"LINESTRING (10.66444730267229 49.980038499315725, 11.19316606904209 50.16207719500104)",24758329,24757392,11TD2L000000088O,TENNETGMBH,Eltmann,Redwitz,400,,,,,,,3154.0,,,1261.6,False,,0.021555559407180073,0.2464105385938211,4.418838196362034e-06
2313,Elsfleth/W - Niedervieland gruen,0.763,8.962,0.000119208,30.638,,"LINESTRING (8.402908531465703 53.23684599959262, 8.695160795744323 53.092536122068765)",829116805,44717036,11T0-0000-1003-D,TENNETGMBH,Elsfleth/W,Niedervieland,400,,,,,,,2216.0,,,886.4,False,,0.02490371434166721,0.2925125660943926,3.890854494418696e-06
2314,Elsfleth/W - Farge gruen,0.225,2.673,3.7209e-05,9.5,,"LINESTRING (8.402908531465703 53.23684599959262, 8.515550625607004 53.203890804816965)",829116805,266684854,11T0-0000-1005-7,TENNETGMBH,Elsfleth/W,Farge,400,,,,,,,2216.0,,,886.4,False,,0.02368421052631579,0.2813684210526316,3.916736842105263e-06
2315,Elsfleth/W - Ganderkesee rot,0.759,8.809,0.000111212,29.392,,"LINESTRING (8.402908531465703 53.23684599959262, 8.563991876746714 53.03191782531219)",829116805,24493551,11T0-0000-0982-J,TENNETGMBH,Elsfleth/W,Ganderkesee,400,,,,,,,2216.0,,,886.4,False,,0.025823353293413176,0.299707403375068,3.7837506804572677e-06
2316,Y-Emden/O (-Emden/Borssum - Conneforde) schwarz,0.072,0.412,3.16e-06,1.07,,"LINESTRING (7.224238437060021 53.34992715477981, 7.2390307000000025 53.35562059763398)",34835258,6925335021,11T0-0000-1095-8,TENNETGMBH,Emden/Borssum,Y-Emden/O,220,,,,,,,1103.0,,,242.66,False,,0.06728971962616821,0.38504672897196257,2.9532710280373826e-06
2317,Y-Emden/O (-Emden/Borssum - Conneforde) weiss,0.072,0.412,3.16e-06,1.068,,"LINESTRING (7.224238437060021 53.34992715477981, 7.2390307000000025 53.35562059763398)",34835258,6925335021,11T0-0000-1099-X,TENNETGMBH,Emden/Borssum,Y-Emden/O,220,,,,,,,1103.0,,,242.66,False,,0.06741573033707864,0.3857677902621722,2.9588014981273405e-06
2318,Conneforde - Emden/O gelb,0.7576,13.75,0.001042249,65.03183,,"LINESTRING (7.244747402876569 53.357115735503555, 8.052012197053132 53.333071365039444)",559702819,1128250707,11T0-0000-1677-H,TENNETGMBH,Emden/O,Conneforde,400,,,,,,,2570.0,,,1028.0,False,,0.011649679856771677,0.21143492348285448,1.6026751822915026e-05
2319,Conneforde/O - Emden/O blau,0.7659,13.913,0.001060822,65.59024,,"LINESTRING (7.244747402876569 53.357115735503555, 8.053944669219417 53.33175462270193)",559702819,1128250704,11T0-0000-1678-E,TENNETGMBH,Emden/O,Conneforde/O,400,,,,,,,2570.0,,,1028.0,False,,0.011677042194082535,0.21211997394734342,1.6173473370428284e-05
2320,Y-Emden/O (-Emden/O - Emden/Borssum - Conneforde) schwarz,0.028,0.1,5.756e-05,1.301,,"LINESTRING (7.244747402876569 53.357115735503555, 7.2390307000000025 53.35562059763398)",559702819T,6925335021,11T0-0000-1096-5,TENNETGMBH,Emden/O,Y-Emden/O,220,,,,,,,1299.0,,,285.78,False,,0.021521906225980016,0.0768639508070715,4.424289008455034e-05
2321,Y-Emden/O (-Emden/O - Emden/Borssum - Conneforde) weiss,0.072,0.305,3.0631e-05,0.393,,"LINESTRING (7.244747402876569 53.357115735503555, 7.2390307000000025 53.35562059763398)",559702819T,6925335021,11T0-0000-1100-H,TENNETGMBH,Emden/O,Y-Emden/O,220,,,,,,,1299.0,,,285.78,False,,0.18320610687022898,0.7760814249363868,7.7941475826972e-05
2322,Y-Erzhausen (-Erzhausen - Godenau - Hardegsen - Goettingen) 3,0.46,2.2,1.5708e-05,5.2,,"LINESTRING (9.923768611106013 51.897571600297134, 9.852416299999994 51.898765297345115)",699048438,309902667,11T0-0000-1035-W,TENNETGMBH,Erzhausen,Y-Erzhausen,220,,,,,,,834.0,,,183.48,False,,0.08846153846153847,0.4230769230769231,3.0207692307692304e-06
2323,Y-Erzhausen (-Erzhausen - Hardegsen - Lehrte) 2,0.443,2.042,1.502e-05,5.196,,"LINESTRING (9.923768611106013 51.897571600297134, 9.852416299999994 51.898765297345115)",699048438,309902667,11T0-0000-1110-D,TENNETGMBH,Erzhausen,Y-Erzhausen,220,,,,,,,834.0,,,183.48,False,,0.08525789068514242,0.3929946112394149,2.8906851424172444e-06
2324,Etzenricht - Mechlenreuth 437,2.321,26.271,0.000338255,88.228,,"LINESTRING (12.114380926785525 49.63110584664374, 11.810849310920423 50.183709018256664)",29084374,93341407,11T0-0000-0103-E,TENNETGMBH,Etzenricht,Mechlenreuth,400,,,,,,,,2206.0,3115.0,1246.0,False,,0.02630684136555289,0.29776261504284357,3.833873600217618e-06
2325,Etzenricht - Schwandorf 248,2.26,17.208,0.000121806,44.177,,"LINESTRING (12.114380926785525 49.63110584664374, 12.082217467816516 49.297495161375004)",29084374T,28956649T,11TD2L000000176R,TENNETGMBH,Etzenricht,Schwandorf,220,,,,,,,,1102.0,1274.0,280.28,False,,0.051157842316137354,0.3895239604318989,2.75722661113249e-06
2326,Y-Alfstedt (-Farge - Dollern) blau,1.561,17.973,0.000233678,58.771,,"LINESTRING (8.515550625607004 53.203890804816965, 9.068813798412632 53.5666351338383)",266684854,31927411,11T0-0000-1068-B,TENNETGMBH,Farge,Y-Alfstedt,400,,,,,,,2216.0,,,886.4,False,,0.02656071872181858,0.30581409198414183,3.9760766364363375e-06
2327,Fedderwarden - Maade weiss,0.13,1.495,2.0455e-05,5.169,,"LINESTRING (8.063696600882086 53.55580200894535, 8.122640291179897 53.56051734778032)",637595524T,23744346,11T0-0000-1615-A,TENNETGMBH,Fedderwarden,Maade,220,,,,,,,2216.0,,,487.52,False,,0.02514993228864384,0.2892242213194042,3.957245115109306e-06
2328,Fedderwarden - Maade schwarz,0.13,1.493,2.0524e-05,5.17,,"LINESTRING (8.063696600882086 53.55580200894535, 8.122640291179897 53.56051734778032)",637595524T,23744346,11T0-0000-1616-7,TENNETGMBH,Fedderwarden,Maade,220,,,,,,,2216.0,,,487.52,False,,0.02514506769825919,0.28878143133462286,3.969825918762089e-06
2329,Y-Doernigheim (-Frankfurt/N - Grosskrotzenburg) 1,0.787,3.763,4.9951e-05,12.944,,"LINESTRING (8.735135821191069 50.1591915770011, 8.873006663494628 50.13085458331539)",4826893,23881272,11T0-0000-1042-0,TENNETGMBH,Frankfurt/N,Y-Doernigheim,220,,,,,,,1250.0,,,275.0,False,,0.06080037082818294,0.2907138442521631,3.85900803461063e-06
2330,Y-Doernigheim (-Frankfurt/N - Grosskrotzenburg) 2,0.787,3.763,4.9951e-05,12.944,,"LINESTRING (8.735135821191069 50.1591915770011, 8.873006663494628 50.13085458331539)",4826893,23881272,11T0-0000-1045-S,TENNETGMBH,Frankfurt/N,Y-Doernigheim,220,,,,,,,1250.0,,,275.0,False,,0.06080037082818294,0.2907138442521631,3.85900803461063e-06
2331,Giessen/N - Dillenburg 3,1.062,9.606,0.000168713,37.837,,"LINESTRING (8.656646230292413 50.60574901946039, 8.284952486337188 50.75923398210999)",202747445,24536328,11TD2L000000076V,TENNETGMBH,Giessen/N,Dillenburg,400,,,,,,,2612.0,,,1044.8,False,,0.028067764357639347,0.25387847873774344,4.458942305151042e-06
2332,Giessen/N - Karben 2,1.52,12.852,0.000227894,50.704,,"LINESTRING (8.656646230292413 50.60574901946039, 8.809948917696886 50.20356666229582)",202747445,24042358,11TD2L0000003144,TENNETGMBH,Giessen/N,Karben,400,,,,,,,2612.0,,,1044.8,False,,0.029977911012937834,0.2534711265383402,4.49459608709372e-06
2333,Giessen/N - Asslar 4,0.403,3.467,6.0884e-05,13.238,,"LINESTRING (8.656646230292413 50.60574901946039, 8.480095474525806 50.59092925123019)",202747445,24536211,11TD2L000000075X,TENNETGMBH,Giessen/N,Asslar,400,,,,,,,2612.0,,,1044.8,False,,0.030442665055144286,0.26189756760840005,4.599184166792567e-06
2334,Giessen/N - Karben 1,1.498,12.9,0.000226509,50.704,,"LINESTRING (8.656646230292413 50.60574901946039, 8.809948917696886 50.20356666229582)",202747445,24042358,11T0-0000-0055-U,TENNETGMBH,Giessen/N,Karben,400,,,,,,,2616.0,,,1046.4,False,,0.029544020195645313,0.2544177974124329,4.467280687914168e-06
2335,Bergrheinfeld/W - Grosskrotzenburg 417,2.88,30.645,0.000470526,112.758,,"LINESTRING (8.958708591309534 50.08260778869055, 10.150933820209037 49.982054289922196)",42410916,499165542,11T0-0000-0045-Y,TENNETGMBH,Grosskrotzenburg,Bergrheinfeld/W,400,,,,,,,2616.0,,,1046.4,False,,0.025541424998669716,0.27177672537646996,4.172883520459746e-06
2336,Aschaffenburg - Grosskrotzenburg 412,0.756,8.381,0.000121328,29.834,,"LINESTRING (8.958708591309534 50.08260778869055, 9.089693390602628 49.968496877980066)",42410916,55069713,11TD2L000000006F,TENNETGMBH,Grosskrotzenburg,Aschaffenburg,400,,,,,,,2619.0,,,1047.6,False,,0.025340215861098078,0.2809210967352685,4.06676945766575e-06
2337,Grosskrotzenburg - Frankfurt/N 3,1.268,6.32,8.4415e-05,21.607,,"LINESTRING (8.958708591309534 50.08260778869055, 8.735135821191069 50.1591915770011)",42410916T,4826893,11TD2L000000101L,TENNETGMBH,Grosskrotzenburg,Frankfurt/N,220,,,,,,,1250.0,,,275.0,False,,0.05868468551858194,0.292497801638358,3.906835747674365e-06
2338,Grosskrotzenburg - Trennfeld 217,6.39,28.892,0.000229336,75.85,,"LINESTRING (8.958708591309534 50.08260778869055, 9.594301678728556 49.798442730221446)",42410916T,24765111,11TD2L000000103H,TENNETGMBH,Grosskrotzenburg,Trennfeld,220,,,,,,,,834.0,1105.0,243.1,False,,0.08424522083058669,0.3809096901779829,3.023546473302571e-06
2339,Y-Doernigheim (-Grosskrotzenburg - Frankfurt/N) 2,0.535,2.558,3.4558e-05,8.731,,"LINESTRING (8.958708591309534 50.08260778869055, 8.873006663494628 50.13085458331539)",42410916T,23881272,11T0-0000-1043-Y,TENNETGMBH,Grosskrotzenburg,Y-Doernigheim,220,,,,,,,1250.0,,,275.0,False,,0.061275913411980305,0.29297904020158055,3.958080403161149e-06
2340,Grosskrotzenburg - Trennfeld 218,6.39,28.892,0.000229336,76.253,,"LINESTRING (8.958708591309534 50.08260778869055, 9.594301678728556 49.798442730221446)",42410916T,24765111,11TD2L000000104F,TENNETGMBH,Grosskrotzenburg,Trennfeld,220,,,,,,,,834.0,1105.0,243.1,False,,0.08379998164006662,0.37889656800388183,3.0075669154000496e-06
2341,Y-Doernigheim (-Grosskrotzenburg - Frankfurt/N) 1,0.535,2.558,3.4558e-05,8.693,,"LINESTRING (8.958708591309534 50.08260778869055, 8.873006663494628 50.13085458331539)",42410916T,23881272,11T0-0000-1040-6,TENNETGMBH,Grosskrotzenburg,Y-Doernigheim,220,,,,,,,1250.0,,,275.0,False,,0.061543770850109286,0.29425974922351317,3.975382491659956e-06
2342,Wuergassen - Goettingen 4,5.509,26.653,0.000270331,78.495,,"LINESTRING (9.882236528721037 51.51543259449646, 9.387640755119818 51.64073490456512)",802246764,274630377T,11T0-0000-0036-Z,TENNETGMBH,Goettingen,Wuergassen,220,,,,,,,834.0,,,183.48,False,,0.07018281419198676,0.3395502898273775,3.4439263647366075e-06
2343,Wuergassen - Goettingen 3,5.509,26.653,0.000270388,78.468,,"LINESTRING (9.882236528721037 51.51543259449646, 9.387640755119818 51.64073490456512)",802246764,274630377T,11T0-0000-0035-1,TENNETGMBH,Goettingen,Wuergassen,220,,,,,,,834.0,,,183.48,False,,0.07020696334811644,0.3396671254524137,3.445837793750318e-06
2344,Dollern - Goetzdorf gruen,0.726,5.048,7.586e-05,22.944,,"LINESTRING (9.487895110963171 53.636557782115396, 9.501790032393483 53.5428146785941)",151765495,24502420T,11T0-0000-1464-3,TENNETGMBH,Goetzdorf,Dollern,220,,,,,,,1647.0,,,362.34,False,,0.031642259414225944,0.2200139470013947,3.3063110181311016e-06
2345,Dollern - Goetzdorf blau,0.902,5.744,0.000122965,23.294,,"LINESTRING (9.487895110963171 53.636557782115396, 9.501790032393483 53.5428146785941)",151765495,24502420T,11T0-0000-0038-T,TENNETGMBH,Goetzdorf,Dollern,220,,,,,,,1628.0,,,358.16,False,,0.03872241778998884,0.2465871039752726,5.278827165793767e-06
2346,Bergrheinfeld/W - Grafenrheinfeld 427,0.068,0.772,1.4451e-05,3.157,,"LINESTRING (10.187883452706124 49.981226470816395, 10.150933820209037 49.982054289922196)",108797675,499165542,11TD2L000000359J,TENNETGMBH,Grafenrheinfeld,Bergrheinfeld/W,400,,,,,,,2880.0,,,1152.0,False,,0.021539436173582515,0.24453595185302504,4.577446943300602e-06
2347,Bergrheinfeld/W - Grafenrheinfeld 487,0.0688,0.7942,1.438849e-05,3.1883,,"LINESTRING (10.187883452706124 49.981226470816395, 10.150933820209037 49.982054289922196)",108797675,499165542,11T0-0000-1675-N,TENNETGMBH,Grafenrheinfeld,Bergrheinfeld/W,400,,,,,,,2400.0,,,960.0,False,,0.021578897845246685,0.24909826553335634,4.512903428159207e-06
2348,Grafenrheinfeld - Oberhaid 423,1.07,12.378,0.000225211,49.557,,"LINESTRING (10.187883452706124 49.981226470816395, 10.836015793654523 49.92806742321054)",108797675,24757833,11TD2L000000085U,TENNETGMBH,Grafenrheinfeld,Oberhaid,400,,,,,,,3216.0,,,1286.4,False,,0.021591298908327783,0.24977298867970216,4.544484129386363e-06
2349,Grafenrheinfeld - Raitersaich 434,2.0,21.703,0.000405265,88.028,,"LINESTRING (10.187883452706124 49.981226470816395, 10.843105595807927 49.37870895164092)",108797675,24705761,11TD2L000000087Q,TENNETGMBH,Grafenrheinfeld,Raitersaich,400,,,,,,,2400.0,,,960.0,False,,0.022720043622483754,0.24654655336938244,4.603819239332939e-06
2350,Bergrheinfeld/W - Grafenrheinfeld 426,0.068,0.772,1.4445e-05,3.135,,"LINESTRING (10.187883452706124 49.981226470816395, 10.150933820209037 49.982054289922196)",108797675,499165542,11T0-0000-0029-U,TENNETGMBH,Grafenrheinfeld,Bergrheinfeld/W,400,,,,,,,2880.0,,,1152.0,False,,0.021690590111642746,0.2462519936204147,4.6076555023923445e-06
2351,Eltmann - Grafenrheinfeld 422,0.78,8.83,0.000161164,35.447,,"LINESTRING (10.187883452706124 49.981226470816395, 10.66444730267229 49.980038499315725)",108797675,24758329,11TD2L0000000641,TENNETGMBH,Grafenrheinfeld,Eltmann,400,,,,,,,3216.0,,,1286.4,False,,0.022004683047930712,0.24910429655542074,4.5466188958162885e-06
2352,Klein Ilsede - Grohnde 1,2.126,19.4,0.000345896,78.837,,"LINESTRING (9.390175306207354 52.02668688835409, 10.235863189815388 52.2934595675012)",24413992,24272339,11TD2L0000001354,TENNETGMBH,Grohnde,Klein Ilsede,400,,,,,,,,2720.0,3150.0,1260.0,False,,0.026967033245810974,0.24607734946788942,4.387483034615726e-06
2353,Algermissen - Grohnde 2,1.485,13.565,0.00024179,53.793,,"LINESTRING (9.390175306207354 52.02668688835409, 9.917180765726249 52.278184196034836)",24413992,23899043,11TD2L000000002N,TENNETGMBH,Grohnde,Algermissen,400,,,,,,,,2720.0,3150.0,1260.0,False,,0.027605822318889077,0.25217035673786553,4.494822746453999e-06
2354,Hamburg/N - Brokdorf blau,3.482,18.99,0.000145767,49.118,,"LINESTRING (9.98405879156103 53.74147911005627, 9.348119559545626 53.85108042635379)",22720647T,87722999T,11TD2L000000105D,TENNETGMBH,Hamburg/N,Brokdorf,220,,,,,,,,732.0,915.0,201.3,False,,0.0708905085711959,0.3866199763834032,2.9676900525265685e-06
